Time,LeftTorque,LeftVelocity
24.394933,-0.3007,319.499973
24.395914,-0.309206,321.908527
24.396987,-0.311437,317.719737
24.397933,-0.308672,306.514723
24.39898,-0.309854,307.352481
24.399916,-0.308062,303.268411
24.400933,-0.290498,292.901155
24.401961,-0.294636,291.016199
24.402933,-0.287389,282.848059
24.403914,-0.294217,278.659268
24.404933,-0.294045,278.868708
24.405933,-0.296429,269.025051
24.406933,-0.29742,269.23449
24.407916,-0.290345,264.417382
24.408933,-0.306002,257.610598
24.409933,-0.288152,256.77284
24.410933,-0.295761,248.499979
24.411914,-0.285521,249.756616
24.412933,-0.29784,239.912959
24.413933,-0.294464,238.342163
24.414933,-0.296257,233.943933
24.415916,-0.291203,228.917385
24.416933,-0.300033,227.660748
24.418001,-0.285196,221.272843
24.418933,-0.298488,218.654849
24.419914,-0.28983,210.067829
24.420933,-0.294903,209.64895
24.421933,-0.295075,201.794968
24.422933,-0.300395,202.632726
24.423915,-0.288629,195.616503
24.424933,-0.288305,193.207948
24.425933,-0.298374,186.610604
24.426933,-0.297859,180.536858
24.427915,-0.303885,179.175501
24.428933,-0.29599,170.90264
24.429933,-0.289029,173.101755
24.430933,-0.295437,163.676977
24.431914,-0.291795,159.488187
24.432933,-0.288515,158.859869
24.433933,-0.295971,149.225651
24.434933,-0.292443,147.654855
24.435915,-0.294998,145.874619
24.436933,-0.299556,139.277274
24.437933,-0.294674,135.193204
24.438933,-0.292557,130.585535
24.439915,-0.291184,126.187305
24.440933,-0.299919,117.181406
24.441982,-0.297954,118.019164
24.442933,-0.290097,115.40117
24.443915,-0.293015,110.374622
24.444933,-0.298965,105.348074
24.445997,-0.291795,98.122411
24.446933,-0.295094,94.14306
24.447916,-0.288801,89.535391
24.448933,-0.294369,92.153385
24.449933,-0.291661,85.45132
24.450933,-0.298145,75.502943
24.451915,-0.293587,72.466071
24.452933,-0.297039,68.27728
24.453933,-0.291337,67.858401
24.454933,-0.293931,68.067841
24.455915,-0.295838,60.842178
24.456933,-0.290898,51.836279
24.457933,-0.290288,43.982297
24.458933,-0.292577,36.128316
24.459915,-0.296238,31.730086
24.460989,-0.296143,30.578168
24.461989,-0.295876,29.530971
24.462933,-0.294598,23.143066
24.463914,-0.294598,23.143066
24.464933,-0.293664,13.089969
24.465933,-0.295513,8.4823
24.466935,-0.294998,4.08407
24.467914,-0.295475,-0.314159
24.468933,-0.294198,-4.607669
24.469933,-0.295399,-8.796459
24.470933,-0.292367,-12.98525
24.471916,-0.292443,-17.383479
24.472933,-0.290383,-22.200588
24.473933,-0.294865,-27.227136
24.474933,-0.296124,-30.997048
24.475915,-0.295323,-32.672564
24.476933,-0.296848,-34.03392
24.477933,-0.294064,-35.814156
24.478933,-0.295761,-41.887902
24.479914,-0.293568,-50.265482
24.480933,-0.292901,-57.491146
24.481933,-0.295685,-65.554567
24.482933,-0.295838,-70.162236
24.483914,-0.296505,-69.743357
24.485,-0.294541,-71.104714
24.485984,-0.29231,-76.550141
24.486932,-0.292596,-80.424772
24.487964,-0.295151,-89.430671
24.488934,-0.29969,-93.200582
24.489933,-0.29681,-91.420346
24.490933,-0.293282,-97.389372
24.491914,-0.290116,-101.264003
24.492933,-0.296543,-108.489666
24.493933,-0.295685,-113.097336
24.494933,-0.294255,-117.705005
24.495916,-0.296982,-119.69468
24.496933,-0.287981,-120.113559
24.497933,-0.292577,-129.119458
24.498933,-0.292023,-131.946891
24.499914,-0.290193,-136.135682
24.500933,-0.290536,-142.942466
24.501933,-0.290498,-146.921816
24.502933,-0.288,-148.178453
24.503915,-0.291089,-153.205002
24.504999,-0.29496,-160.011786
24.505933,-0.299613,-160.430665
24.506933,-0.29742,-167.028009
24.507914,-0.301387,-173.206475
24.508933,-0.28573,-172.263997
24.509993,-0.300205,-181.060457
24.510933,-0.296276,-181.060457
24.511916,-0.289926,-189.123878
24.512933,-0.295246,-193.522107
24.513933,-0.300167,-197.501458
24.514933,-0.283728,-203.365764
24.515919,-0.301807,-202.318567
24.516933,-0.286455,-211.324466
24.517933,-0.302493,-210.696147
24.518933,-0.286703,-220.330365
24.519915,-0.301826,-222.21532
24.520933,-0.289869,-228.603225
24.521933,-0.296543,-230.592901
24.522933,-0.29948,-234.99113
24.523914,-0.288495,-239.808239
24.524933,-0.299232,-241.588475
24.525988,-0.284243,-250.070775
24.526933,-0.288934,-258.029477
24.527966,-0.288934,-258.029477
24.528933,-0.302989,-265.464579
24.529933,-0.308557,-270.910006
24.530933,-0.295189,-270.072248
24.531914,-0.293568,-280.753663
24.532933,-0.291146,-280.334784
24.533933,-0.282679,-283.790536
24.534933,-0.287065,-292.796435
24.535915,-0.295933,-293.738913
24.536933,-0.290441,-297.194665
24.537933,-0.297115,-305.048647
24.538933,-0.316071,-308.399679
24.539914,-0.304915,-308.190239
24.540933,-0.287389,-319.604693
24.541933,-0.291795,-322.851005
24.542933,-0.294407,-321.070769
24.543915,-0.301368,-331.438025
24.544933,-0.291089,-334.893777
24.545933,-0.289087,-335.731535
24.546997,-0.316243,-345.365752
24.547914,-0.287332,-344.318555
24.548933,-0.288076,-348.507345
24.549933,-0.301673,-355.10469
24.550933,-0.28636,-358.351002
24.551919,-0.316796,-364.948347
24.552933,-0.287542,-365.367226
24.553933,-0.298946,-367.985219
24.554933,-0.288019,-375.420322
24.555914,-0.281325,-381.598788
24.556933,-0.307623,-387.672533
24.557933,-0.299366,-391.442445
24.558933,-0.291318,-393.850999
24.559916,-0.308634,-394.688757
24.560933,-0.312085,-404.846573
24.561933,-0.312791,-409.873122
24.562933,-0.298813,-415.527988
24.563914,-0.29313,-415.527988
24.564933,-0.304648,-420.345097
24.565933,-0.303904,-424.324448
24.566933,-0.298622,-427.7802
24.567915,-0.305049,-433.330347
24.568933,-0.292138,-435.005863
24.569933,-0.304667,-440.34657
24.570961,-0.302836,-443.383443
24.571914,-0.306479,-448.200552
24.572933,-0.290936,-458.044209
24.573987,-0.284586,-458.044209
24.574933,-0.283423,-462.02356
24.575915,-0.292176,-466.21235
24.576933,-0.310312,-469.668102
24.577932,-0.312105,-470.086981
24.578933,-0.297115,-476.684325
24.579914,-0.291432,-480.454236
24.580933,-0.303733,-484.747746
24.581933,-0.283976,-492.706448
24.582933,-0.285597,-497.104678
24.583915,-0.302569,-501.188748
24.584933,-0.28758,-505.377538
24.585933,-0.318035,-508.204972
24.586933,-0.293568,-510.194647
24.587914,-0.310236,-515.221195
24.588933,-0.279418,-520.457183
24.589932,-0.300987,-526.635648
24.590991,-0.302188,-531.452757
24.591915,-0.298069,-533.651872
24.592968,-0.28102,-540.458656
24.593998,-0.287027,-546.322962
24.594933,-0.316491,-549.883434
24.595914,-0.30583,-553.862785
24.596933,-0.288915,-559.936531
24.597933,-0.290002,-562.554525
24.598933,-0.29742,-569.570748
24.599915,-0.285177,-574.387857
24.600933,-0.295761,-575.749214
24.601933,-0.309416,-580.147443
24.602933,-0.298717,-582.555998
24.603914,-0.295513,-588.001425
24.604933,-0.312333,-592.609094
24.605933,-0.29353,-594.59877
24.606933,-0.293301,-602.662191
24.607915,-0.294541,-606.850981
24.608933,-0.280257,-608.421777
24.609933,-0.304038,-617.113517
24.610933,-0.308214,-616.694638
24.611914,-0.297153,-621.302307
24.612933,-0.294274,-628.109091
24.613978,-0.28163,-628.73741
24.614933,-0.317482,-637.11499
24.615914,-0.287332,-636.696111
24.616933,-0.308634,-643.188736
24.617933,-0.302894,-648.529443
24.618933,-0.289678,-650.937998
24.619914,-0.285273,-659.839177
24.620933,-0.329725,-664.237407
24.621933,-0.275966,-667.797878
24.622933,-0.301978,-670.625312
24.623915,-0.249726,-677.013217
24.624933,-0.290383,-679.631211
24.625933,-0.272839,-679.631211
24.626933,-0.278903,-686.856874
24.627914,-0.263647,-689.684307
24.628933,-0.279876,-693.663658
24.629933,-0.264562,-697.11941
24.630933,-0.261911,-704.135633
24.631915,-0.247266,-705.70643
24.632998,-0.23342,-712.932093
24.633933,-0.243184,-712.932093
24.634933,-0.233344,-721.204954
24.635914,-0.236796,-722.985189
24.636932,-0.251404,-725.812623
24.637932,0.014398,-731.36277
24.638981,-0.162059,-730.210852
24.639916,-0.248982,-735.44684
24.640933,-0.221807,-738.797872
24.641933,-0.224496,-739.84507
24.642933,-0.235175,-745.081058
24.643914,0.100939,-748.22265
24.644933,-0.230179,-750.631205
24.645933,-0.253616,-755.029434
24.646933,-0.21189,-758.066307
24.647915,-0.217173,-759.846543
24.648933,-0.207733,-761.522059
24.649933,-0.183399,-766.129728
24.650933,0.081278,-768.328843
24.651914,-0.223542,-772.098754
24.652933,-0.216772,-777.125303
24.653933,-0.2158,-781.104653
24.654982,-0.2158,-781.104653
24.655916,-0.201401,-782.989609
24.656962,-0.20287,-784.141526
24.657964,0.069931,-790.94831
24.658933,-0.202641,-794.194623
24.659915,-0.198732,-798.383413
24.660933,-0.21456,-799.64005
24.661933,-0.183342,-802.362764
24.662933,-0.181816,-804.561879
24.663915,-0.172605,-805.609076
24.664933,-0.182446,-807.598751
24.665933,-0.180806,-811.054503
24.666933,-0.185821,-815.033854
24.667914,-0.18502,-818.280167
24.668933,-0.178975,-820.479281
24.669933,-0.188014,-821.421759
24.670933,-0.180519,-822.887836
24.671915,-0.187728,-825.086951
24.672933,-0.172586,-828.856862
24.673933,-0.188338,-832.731493
24.674933,-0.217268,-834.302289
24.675915,-0.168887,-837.339162
24.676933,-0.15262,-837.862761
24.677933,-0.130708,-837.862761
24.678955,-0.112324,-839.747716
24.679915,-0.091194,-841.109073
24.680933,-0.071208,-844.355386
24.681933,-0.056849,-845.716742
24.682933,-0.040105,-847.706418
24.683914,-0.01108,-847.287539
24.684933,0.00553,-846.135621
24.685933,0.034212,-845.507303
24.686933,0.04493,-843.936507
24.687915,0.068424,-843.098748
24.688933,0.064343,-844.145946
24.689933,0.07611,-842.889309
24.690933,0.093807,-842.156271
24.691914,0.110608,-840.271315
24.692933,0.132767,-835.454206
24.693933,0.144152,-833.045652
24.694933,0.164596,-829.904059
24.695915,0.142798,-829.275741
24.696933,0.17621,-827.286065
24.697981,0.155003,-826.448307
24.698933,0.18523,-824.039753
24.699914,0.173864,-820.89816
24.700933,0.197854,-818.280167
24.701933,0.186794,-815.452733
24.702984,0.191351,-812.6253
24.703916,0.208743,-810.635624
24.704933,0.195032,-807.598751
24.705933,0.214579,-804.980758
24.706933,0.237654,-801.629725
24.707914,0.220624,-797.755095
24.708933,0.220167,-795.55598
24.709933,0.264257,-791.576629
24.710933,0.262979,-788.749196
24.711915,0.240286,-786.96896
24.712933,0.238608,-782.57073
24.713933,0.267957,-779.952736
24.714933,0.299842,-775.554506
24.715914,0.311971,-771.156277
24.716933,0.32328,-767.909964
24.717933,0.310827,-760.474862
24.718936,0.30789,-756.91439
24.719915,0.318569,-751.887842
24.720933,0.31609,-748.850969
24.721933,0.334188,-745.395217
24.722933,0.342083,-740.787548
24.723914,0.323928,-737.855395
24.724933,0.321964,-732.409967
24.725933,0.274078,-729.163655
24.726933,0.273735,-725.184304
24.727915,0.286665,-723.613508
24.728933,0.327818,-719.215278
24.729933,0.284395,-715.759526
24.730933,0.260558,-710.942418
24.731914,0.325969,-705.70643
24.732933,0.318665,-702.145958
24.733933,0.260271,-698.271327
24.734933,0.340367,-694.920295
24.735916,0.26973,-690.731505
24.736933,0.304133,-689.893747
24.737933,0.274708,-684.657759
24.738933,0.304095,-681.620886
24.739914,0.281439,-677.013217
24.740933,0.319599,-671.25363
24.741933,0.258212,-668.845076
24.742937,0.345325,-663.609088
24.743915,0.267995,-661.200534
24.744933,0.29086,-657.430623
24.745933,0.269044,-654.18431
24.746933,0.275127,-649.576641
24.747914,0.322765,-647.168087
24.748933,0.303923,-643.398175
24.749933,0.266793,-637.952748
24.750933,0.258231,-636.172512
24.751915,0.351427,-628.52797
24.752933,0.319809,-624.54862
24.753933,0.299118,-622.873103
24.754933,0.333349,-618.474874
24.755914,0.302722,-616.485198
24.756933,0.300681,-611.249211
24.757933,0.279552,-607.688739
24.758933,0.278884,-605.280185
24.759916,0.294007,-598.996999
24.760933,0.310884,-596.588445
24.761933,0.337716,-591.980776
24.762933,0.33455,-586.430629
24.763914,0.321125,-584.231514
24.764933,0.277587,-578.995526
24.765933,0.255637,-574.806736
24.766933,0.280295,-572.92178
24.767916,0.350703,-566.743315
24.768933,0.294979,-566.743315
24.769933,0.24574,-562.763964
24.770933,0.316453,-555.328861
24.771915,0.311399,-553.339186
24.772933,0.24677,-547.056001
24.773933,0.348872,-542.867211
24.774932,0.254493,-540.458656
24.775915,0.316395,-536.688745
24.776933,0.272229,-532.814114
24.777933,0.317635,-528.206445
24.778933,0.340329,-521.399661
24.779914,0.340329,-521.399661
24.780933,0.320839,-514.802316
24.781933,0.29395,-507.157774
24.782933,0.257525,-503.806742
24.783916,0.335199,-498.570754
24.784933,0.322727,-493.753645
24.785933,0.257983,-491.135652
24.786933,0.260672,-488.308218
24.787914,0.320133,-483.700549
24.788933,0.268109,-480.140077
24.789933,0.32082,-478.464561
24.790933,0.283861,-473.438013
24.791915,0.26441,-470.50586
24.792933,0.251938,-466.421789
24.793933,0.248028,-461.604681
24.794933,0.2564,-455.216776
24.795914,0.256438,-452.179903
24.796933,0.262293,-447.362794
24.797933,0.273506,-442.545685
24.798933,0.298126,-439.822972
24.799915,0.336152,-433.330347
24.800933,0.336648,-429.979315
24.801933,0.292329,-424.743327
24.802933,0.259032,-421.915893
24.803914,0.27629,-419.716779
24.804933,0.330374,-416.679906
24.805933,0.291928,-410.50144
24.806933,0.270665,-406.731529
24.807915,0.291737,-402.438019
24.808933,0.311418,-399.296426
24.809933,0.289049,-396.050114
24.810933,0.333444,-391.233005
24.811914,0.286646,-385.787578
24.812933,0.298622,-378.457195
24.813933,0.289106,-376.3628
24.814933,0.305849,-373.221207
24.815915,0.291776,-369.032417
24.816933,0.276577,-365.576665
24.817933,0.322307,-360.968996
24.818933,0.276195,-356.151887
24.819914,0.301501,-352.696135
24.820933,0.311857,-349.135664
24.821933,0.268929,-346.727109
24.822933,0.289354,-337.092892
24.823915,0.294445,-336.883452
24.824933,0.313363,-332.485223
24.825933,0.313992,-325.259559
24.826934,0.286951,-326.620916
24.827914,0.289373,-317.824457
24.828935,0.282488,-313.216788
24.829933,0.287008,-310.598794
24.830933,0.286302,-305.991124
24.831915,0.28287,-301.802334
24.832933,0.292939,-296.147467
24.833933,0.2921,-294.576671
24.834933,0.306994,-286.199091
24.835914,0.307261,-285.780212
24.836933,0.292329,-281.381982
24.837933,0.288324,-274.889357
24.838933,0.293644,-273.73744
24.839914,0.298774,-266.721216
24.840933,0.294503,-264.522101
24.841933,0.293149,-256.039801
24.842947,0.293149,-256.039801
24.843914,0.290574,-252.47933
24.844933,0.303332,-243.68287
24.845933,0.292062,-236.457207
24.846933,0.297649,-234.362812
24.847915,0.2962,-230.80234
24.848933,0.303408,-226.194671
24.849933,0.297115,-221.587002
24.850933,0.294426,-214.151899
24.851914,0.297973,-213.104702
24.852933,0.289964,-206.507357
24.853933,0.294064,-205.146
24.854933,0.297363,-200.119452
24.855916,0.296562,-197.710898
24.856933,0.290689,-188.704999
24.857933,0.298202,-186.715323
24.858933,0.294426,-181.269896
24.859914,0.300338,-176.033908
24.860933,0.299099,-176.871666
24.861933,0.300071,-166.190251
24.862933,0.294007,-165.038334
24.86393,0.295666,-162.42034
24.864933,0.29374,-154.566359
24.865933,0.293873,-153.623881
24.866933,0.296772,-150.168129
24.867915,0.295971,-140.743351
24.868933,0.298984,-137.497038
24.869933,0.300777,-135.297924
24.870933,0.289849,-129.538337
24.871915,0.288419,-127.129783
24.872933,0.296391,-121.684355
24.873933,0.302417,-117.495565
24.874933,0.292119,-111.840698
24.875914,0.290403,-108.070787
24.876933,0.298126,-105.871672
24.877933,0.294827,-100.426245
24.878933,0.296944,-98.22713
24.879915,0.295399,-91.001467
24.880933,0.293759,-87.755155
24.881933,0.296886,-83.566365
24.882933,0.29395,-76.759581
24.883914,0.293587,-75.398224
24.884933,0.296066,-67.753682
24.885933,0.292386,-60.109139
24.886933,0.295971,-56.129789
24.887915,0.293683,-53.511795
24.888933,0.289563,-52.674037
24.889933,0.294693,-51.10324
24.890933,0.295151,-47.647489
24.891914,0.296333,-40.840704
24.892933,0.292329,-35.290557
24.893933,0.293034,-31.206487
24.894933,0.29435,-26.808257
24.895915,0.294693,-22.619467
24.896933,0.295685,-17.17404
24.897933,0.296829,-11.938052
24.898933,0.295876,-7.330383
24.899916,0.294274,-2.932153
24.900933,0.294217,0.837758
24.901933,0.296753,4.817109
24.902933,0.293282,8.901179
24.903915,0.294998,13.299409
24.904933,0.292748,18.325957
24.905933,0.292481,28.483773
24.906933,0.291146,32.567844
24.907915,0.292596,36.756634
24.908933,0.294274,40.945424
24.909932,0.294865,47.01917
24.910933,0.297611,51.836279
24.91193,0.293149,54.035394
24.912933,0.296925,55.39675
24.913933,0.294121,58.014744
24.914933,0.29517,61.261057
24.915915,0.295971,66.811204
24.916933,0.29456,74.455746
24.917933,0.294884,77.492619
24.918933,0.293835,82.100288
24.919914,0.292844,89.74483
24.920933,0.295246,91.106187
24.921933,0.292519,97.494092
24.922933,0.295685,100.949844
24.923915,0.294388,105.138634
24.924932,0.297687,108.908545
24.925933,0.294464,111.3171
24.926933,0.294255,116.134208
24.927915,0.291146,121.579636
24.928933,0.299842,125.244827
24.929933,0.296886,129.014738
24.930933,0.293282,135.612083
24.931916,0.298069,134.983764
24.932933,0.295151,140.848071
24.933933,0.290441,148.073734
24.934933,0.298355,151.634205
24.935914,0.300624,154.880518
24.936933,0.29477,160.325945
24.937933,0.290498,164.514735
24.938933,0.289811,164.724175
24.939915,0.293797,173.101755
24.940933,0.302131,176.348068
24.941933,0.299671,179.175501
24.942933,0.288019,187.134202
24.943914,0.291737,187.134202
24.944933,0.301673,193.626827
24.945933,0.285559,196.977859
24.946933,0.301997,202.213847
24.947914,0.298317,206.193198
24.948933,0.294198,209.858389
24.949933,0.301635,215.827415
24.950933,0.294426,217.502931
24.951915,0.299156,225.252193
24.952933,0.298526,228.498506
24.953933,0.288019,232.687296
24.954933,0.307833,235.933608
24.955914,0.290956,239.28464
24.956933,0.283728,245.358386
24.957952,0.299175,249.966055
24.958933,0.29908,254.364285
24.959915,0.293873,261.799388
24.960933,0.285006,260.333311
24.961933,0.298965,265.15042
24.962933,0.296581,271.014726
24.963914,0.310484,273.004402
24.964933,0.303847,280.858383
24.965933,0.298793,282.010301
24.966933,0.307165,288.293486
24.967915,0.303103,291.644518
24.968933,0.302569,301.697614
24.969933,0.3122,304.525048
24.970933,0.30337,305.886405
24.971914,0.301845,315.730062
24.972933,0.282774,316.777259
24.973933,0.288381,320.128291
24.974933,0.306841,328.401152
24.975915,0.31302,328.610592
24.976933,0.28472,335.417376
24.977933,0.299232,341.176962
24.978933,0.300052,342.852478
24.979914,0.281859,347.669587
24.980933,0.29374,351.020619
24.981933,0.289296,356.047167
24.982933,0.278731,360.235958
24.983915,0.280925,364.110589
24.984933,0.26378,367.8805
24.985933,0.27036,370.289054
24.986933,0.246808,376.676959
24.987914,0.239142,381.703507
24.988933,0.24513,383.693183
24.989933,0.220357,386.939495
24.990933,0.221235,390.185808
24.991915,0.220662,394.793477
24.992933,0.197854,398.144509
24.993933,0.195642,402.542739
24.994933,0.188968,405.370172
24.995914,0.17703,407.988166
24.996933,0.163032,411.967517
24.997933,0.156148,414.79495
24.998933,0.149969,416.784625
24.999916,0.146918,417.622383
25.000933,0.142284,420.868696
25.001933,0.130574,420.868696
25.002933,0.122565,425.057486
25.003914,0.105726,425.266926
25.004933,0.093731,427.884919
25.005933,0.089459,430.502913
25.006933,0.081335,431.86427
25.007915,0.076624,434.063385
25.008933,0.07117,435.634181
25.009933,0.066174,436.05306
25.010933,0.049201,436.05306
25.011914,0.038713,438.042736
25.012933,0.030074,437.833296
25.013932,0.017602,439.299373
25.014933,0.013597,439.299373
25.015915,0.004119,439.508812
25.016933,0.002365,439.299373
25.017933,-0.008067,438.671054
25.018933,-0.009859,440.241851
25.019914,-0.017201,439.927691
25.020933,-0.02441,441.289048
25.021933,-0.037607,438.671054
25.022933,-0.042813,438.042736
25.023915,-0.059728,437.519137
25.024933,-0.074088,436.2625
25.025933,-0.087952,437.309697
25.026933,-0.091652,436.681379
25.027914,-0.095905,435.424742
25.028933,-0.104601,432.702028
25.029933,-0.114956,432.283149
25.030933,-0.141406,428.094359
25.031915,-0.141406,428.094359
25.032933,-0.15691,423.591409
25.033933,-0.156491,422.648932
25.034933,-0.17169,420.659256
25.035914,-0.188148,418.98374
25.036933,-0.188968,416.575186
25.037933,-0.179146,411.234478
25.038933,-0.199952,407.150408
25.039915,-0.234469,404.741854
25.040933,-0.20922,402.542739
25.041933,-0.233325,400.134184
25.042933,-0.255275,396.992592
25.043914,-0.232944,395.735955
25.044932,-0.27959,390.185808
25.045932,-0.237711,387.148935
25.046933,-0.296238,381.703507
25.047915,-0.254512,376.46752
25.048933,-0.311838,372.06929
25.049933,-0.279666,370.917373
25.050933,-0.304648,370.707933
25.051914,-0.269406,362.853951
25.052933,-0.278903,359.29348
25.053933,-0.31527,354.266932
25.054933,-0.280619,350.392301
25.055915,-0.27137,347.983746
25.056933,-0.293111,341.386402
25.057933,-0.319466,337.616491
25.058933,-0.297192,332.171063
25.059914,-0.280639,329.553069
25.060933,-0.28573,325.573719
25.061933,-0.29477,320.54717
25.062933,-0.290059,315.311183
25.063915,-0.291223,310.075195
25.064933,-0.295342,309.342157
25.065933,-0.290097,303.47785
25.066933,-0.294331,297.508824
25.067914,-0.294998,295.309709
25.068933,-0.284834,291.435078
25.069933,-0.290536,285.256613
25.070933,-0.291337,285.466052
25.071915,-0.310102,277.612071
25.072933,-0.295056,271.852484
25.073933,-0.282679,272.794962
25.074933,-0.294083,262.218267
25.075914,-0.300758,265.988178
25.076933,-0.289182,257.191719
25.077933,-0.294026,253.002928
25.078933,-0.298832,248.18582
25.079915,-0.298202,242.321513
25.080932,-0.298717,240.960157
25.081933,-0.296619,232.477856
25.082933,-0.298565,233.943933
25.083914,-0.298336,224.519155
25.084933,-0.302455,222.843639
25.085933,-0.300128,219.283167
25.086933,-0.289144,212.685823
25.087976,-0.294655,212.266944
25.088933,-0.297058,204.203522
25.089933,-0.282984,204.831841
25.090933,-0.299575,196.244821
25.091914,-0.297859,191.951311
25.092933,-0.301845,187.134202
25.093933,-0.288743,181.374616
25.094933,-0.28636,183.154852
25.095916,-0.297459,172.578156
25.096933,-0.293969,166.504411
25.097933,-0.295914,160.535385
25.098933,-0.291642,164.514735
25.099914,-0.293339,152.262524
25.100933,-0.295704,146.502937
25.101933,-0.293244,145.45574
25.102933,-0.286989,139.486714
25.103915,-0.293416,135.402643
25.104933,-0.298279,134.983764
25.105933,-0.296028,132.57521
25.106933,-0.295895,121.998515
25.107915,-0.293339,119.7994
25.108933,-0.297268,113.935094
25.109933,-0.294312,110.165182
25.110933,-0.290383,107.966068
25.111916,-0.297897,102.939519
25.112933,-0.297954,98.33185
25.113933,-0.291928,89.116512
25.114933,-0.293988,91.315626
25.115914,-0.286798,86.498518
25.116933,-0.299594,79.063415
25.117933,-0.292538,74.665185
25.118933,-0.296105,65.659286
25.119915,-0.296963,65.030968
25.120933,-0.29353,67.858401
25.121933,-0.296276,63.669611
25.122933,-0.289563,58.014744
25.123914,-0.292367,50.370202
25.124933,-0.296753,41.573743
25.125933,-0.296372,36.966074
25.126933,-0.295304,35.185838
25.127915,-0.294121,33.300882
25.128933,-0.294503,29.321531
25.129933,-0.295304,24.085544
25.130933,-0.295075,18.535397
25.131914,-0.294464,14.451326
25.132933,-0.292424,10.053096
25.133933,-0.293835,5.864306
25.134933,-0.293053,1.466077
25.135915,-0.293549,-2.932153
25.136933,-0.293911,-7.016224
25.137933,-0.295227,-11.414453
25.138933,-0.29538,-15.393804
25.139914,-0.296124,-19.373155
25.140933,-0.292004,-23.980824
25.141933,-0.291737,-29.007372
25.142933,-0.29271,-33.824481
25.143916,-0.296715,-37.070793
25.144933,-0.293053,-39.479348
25.145933,-0.292634,-42.097342
25.146933,-0.293435,-48.694686
25.147914,-0.293721,-57.700585
25.148933,-0.294655,-63.355452
25.149933,-0.292119,-67.753682
25.150933,-0.297497,-68.382
25.151915,-0.298069,-66.182885
25.152933,-0.296238,-70.790554
25.153933,-0.293988,-80.424772
25.154933,-0.293911,-84.194683
25.155914,-0.293149,-91.001467
25.156933,-0.297916,-92.048665
25.157933,-0.293644,-103.253679
25.158933,-0.294064,-106.604711
25.159915,-0.303695,-110.060463
25.160933,-0.295876,-113.097336
25.161933,-0.295437,-117.076686
25.162933,-0.296124,-122.940993
25.163914,-0.288953,-126.920343
25.164933,-0.288362,-135.716803
25.165933,-0.294445,-136.764
25.166933,-0.293797,-135.926242
25.167915,-0.286913,-144.199103
25.168933,-0.291032,-147.340695
25.169933,-0.289621,-147.340695
25.170933,-0.286932,-158.755149
25.171914,-0.298736,-165.457213
25.172933,-0.300834,-160.849544
25.173933,-0.297821,-171.635679
25.174933,-0.296333,-173.834793
25.175915,-0.285997,-176.243348
25.176933,-0.301025,-185.249247
25.177933,-0.294369,-183.050132
25.178933,-0.28819,-191.322993
25.179914,-0.299232,-191.322993
25.180933,-0.298183,-199.491134
25.181933,-0.288324,-204.308242
25.182933,-0.303752,-206.716797
25.183915,-0.286379,-213.314141
25.184933,-0.301654,-214.989657
25.185933,-0.284987,-221.168123
25.186933,-0.303714,-224.623875
25.18792,-0.292405,-227.032429
25.188933,-0.289335,-235.41001
25.189933,-0.303256,-234.99113
25.190933,-0.30154,-242.216794
25.191915,-0.278884,-245.463106
25.192933,-0.311113,-249.233017
25.193933,-0.304762,-256.877559
25.194933,-0.287809,-257.715317
25.195914,-0.290956,-268.501452
25.196933,-0.279246,-263.474904
25.197933,-0.312505,-273.946879
25.198933,-0.30236,-275.936555
25.199915,-0.305735,-277.297912
25.200932,-0.307528,-288.921804
25.201933,-0.299976,-287.979327
25.202933,-0.302341,-291.330359
25.203914,-0.313306,-299.18434
25.204933,-0.306212,-300.022098
25.205933,-0.301177,-303.58257
25.206933,-0.302455,-313.216788
25.207915,-0.286188,-312.588469
25.208933,-0.280486,-316.4631
25.209933,-0.298202,-323.269884
25.210933,-0.321068,-327.877553
25.211914,-0.292691,-331.856904
25.212933,-0.281649,-334.684337
25.213933,-0.30646,-339.710886
25.214933,-0.298736,-343.899676
25.215915,-0.298603,-350.287581
25.216933,-0.302474,-353.324454
25.217933,-0.273983,-356.989645
25.218933,-0.308538,-360.968996
25.219914,-0.288305,-365.367226
25.220933,-0.322841,-373.954246
25.221933,-0.302341,-376.781679
25.222933,-0.293435,-379.190233
25.223914,-0.27671,-384.216782
25.224933,-0.305125,-391.023566
25.225933,-0.297211,-395.421795
25.226933,-0.28943,-402.856898
25.227914,-0.306345,-405.684331
25.228933,-0.323623,-409.663682
25.229932,-0.31117,-412.700555
25.230933,-0.303962,-416.365746
25.231915,-0.28472,-418.355422
25.232933,-0.283957,-423.17253
25.233933,-0.281077,-428.513238
25.234933,-0.288896,-433.330347
25.235914,-0.286665,-438.775774
25.236933,-0.288,-442.545685
25.237933,-0.289468,-446.839195
25.238933,-0.283041,-449.03831
25.239915,-0.300453,-455.426215
25.240933,-0.299957,-459.405566
25.241933,-0.320438,-464.432114
25.242933,-0.320076,-469.458662
25.243914,-0.291509,-473.438013
25.244933,-0.293473,-478.88344
25.245933,-0.3003,-481.291995
25.246933,-0.307509,-486.527982
25.247914,-0.282431,-490.297893
25.248933,-0.285578,-490.088454
25.249933,-0.291127,-496.371639
25.250933,-0.300357,-498.989633
25.251914,-0.314259,-503.597302
25.252933,-0.292653,-511.765443
25.253933,-0.281687,-516.582552
